81,16
91,79
13,31
91,53
63,17
10,60
28,26
55,65
96,69
96,75
16,45
97,8
96,23
49,91
80,15
14,83
42,54
92,100
79,8
96,44
66,11
4,96
85,0
93,77
68,82
76,87
74,8
39,40
66,26
17,80
71,43
3,91
28,18
5,26
10,15
82,14
69,87
32,58
95,55
3,14
44,85
38,62
77,35
80,51
19,40
49,8
45,24
65,12
71,18
75,24
28,42
68,5
66,90
16,94
12,49
50,49
96,34
34,90
59,37
22,11
75,78
26,39
51,24
70,40
89,10
96,13
55,94
14,96
15,58
26,6
84,23
25,35
81,82
24,2
93,4
35,17
20,65
25,73
62,65
47,45
35,55
83,30
59,74
55,19
92,69
29,18
76,37
75,63
38,78
57,8
8,93
5,78
53,49
78,44
93,45
13,31
57,51
47,51
1,82
34,79
